Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22062026,1822890169,0003159
Trade Date <22-JUN-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,575,BEARDSELL,EQ,12764,8707,68.22
20,576,BECTORFOOD,EQ,265948,128595,48.35
20,577,BEDMUTHA,EQ,2797,2440,87.24
20,578,BEEKAY,EQ,1181,1058,89.59
20,579,BEL,EQ,9754708,5146781,52.76
20,580,BELLACASA,EQ,13427,8924,66.46
20,581,BELRISE,EQ,4699093,1547890,32.94
20,582,BEML,EQ,170479,60025,35.21
20,583,BENGALASM,EQ,96,32,33.33
20,584,BEPL,EQ,732356,355701,48.57
20,585,BERGEPAINT,EQ,1112892,369336,33.19
20,586,BESTAGRO,EQ,242227,162897,67.25
20,587,BETA,EQ,122538,37361,30.49
20,588,BEWLTD,SM,10000,7000,70.00
20,589,BFINVEST,EQ,23314,13461,57.74
20,590,BFSI,EQ,832430,293964,35.31
20,591,BFUTILITIE,EQ,66823,37037,55.43
20,592,BHADORA,SM,90000,45600,50.67
20,593,BHAGCHEM,EQ,341153,136429,39.99
20,594,BHARATCOAL,EQ,25203573,9544917,37.87
20,595,BHARATFORG,EQ,1846475,793951,43.00
20,596,BHARATGEAR,EQ,288814,172607,59.76
20,597,BHARATRAS,EQ,15023,9843,65.52
20,598,BHARATSE,EQ,154604,65123,42.12
20,599,BHARATWIRE,EQ,155314,89513,57.63
20,600,BHARTIARTL,EQ,3798060,2608952,68.69
20,601,BHARTIHEXA,EQ,546045,400158,73.28
20,602,BHEL,EQ,10136520,3906826,38.54
20,603,BI,EQ,9451,7100,75.12
20,604,BIGBLOC,EQ,44461,33066,74.37
20,605,BIKAJI,EQ,64953,27991,43.09
20,606,BIKEWO,ST,46000,46000,100.00
20,607,BIL,EQ,2848,2402,84.34
20,608,BIMETAL,EQ,241,218,90.46
20,609,BIOCON,EQ,3013395,1396990,46.36
20,610,BIOFILCHEM,EQ,22587,8852,39.19
20,611,BIOPOL,SM,40800,33600,82.35
20,612,BIRET,RR,133638,110892,82.98
20,613,BIRLACORPN,EQ,116905,53136,45.45
20,614,BIRLAMONEY,EQ,120819,61534,50.93
20,615,BIRLANU,EQ,4382,2600,59.33
20,616,BIRLAPREC,EQ,44601,17821,39.96
20,617,BLACKBUCK,EQ,291923,131263,44.96
20,618,BLACKROSE,EQ,552191,195114,35.33
20,619,BLAL,EQ,16063,10981,68.36
20,620,BLBLIMITED,EQ,27704,27202,98.19
20,621,BLIL,EQ,31306,25984,83.00
20,622,BLISSGVS,EQ,471019,255678,54.28
20,623,BLKASHYAP,EQ,750564,458682,61.11
20,624,BLS,EQ,2394327,912227,38.10
20,625,BLSE,EQ,134339,67778,50.45
20,626,BLUEDART,EQ,19110,10737,56.19
20,627,BLUEJET,EQ,529638,253863,47.93
20,628,BLUEPEBBLE,SM,2400,2400,100.00
20,629,BLUESTARCO,EQ,939642,355617,37.85
20,630,BLUESTONE,EQ,166566,87696,52.65
20,631,BLUEWATER,ST,9000,9000,100.00
20,632,BLUSPRING,EQ,1110456,351527,31.66
20,633,BMETRICS,SM,13600,10400,76.47
20,634,BMLL,SM,107000,94000,87.85
20,635,BMWVENTLTD,EQ,87210,56288,64.54
20,636,BNALTD,EQ,3261,3058,93.77
20,637,BOHRAIND,EQ,27256,19557,71.75
20,638,BOMDYEING,EQ,1947904,830969,42.66
20,639,BONLON,EQ,8161,5683,69.64
20,640,BORANA,EQ,68891,46205,67.07
20,641,BOROLTD,EQ,91988,48745,52.99
20,642,BORORENEW,EQ,415752,170512,41.01
20,643,BOROSCI,EQ,58001,31848,54.91
20,644,BOSCH-HCIL,EQ,174676,104241,59.68
20,645,BOSCHLTD,EQ,27709,11769,42.47
20,646,BPCL,EQ,5440551,2877730,52.89
20,647,BPL,EQ,372808,164022,44.00
20,648,BRACEPORT,SM,3200,3200,100.00
20,649,BRANDMAN,ST,9600,8000,83.33
20,650,BRIGADE,EQ,716014,299024,41.76
20,651,BRIGHOTEL,EQ,211420,133827,63.30
20,652,BRITANNIA,EQ,261961,177944,67.93
20,653,BRNL,EQ,29050,21114,72.68
20,654,BSE,EQ,2487812,874978,35.17
20,655,BSE500IETF,EQ,98359,83489,84.88
20,656,BSL,EQ,1886,1623,86.06
20,657,BSLGOLDETF,EQ,277212,145644,52.54
20,658,BSLNIFTY,EQ,287957,113347,39.36
20,659,BSLSENETFG,EQ,12163,5491,45.15
20,660,BSOFT,EQ,2196414,1005565,45.78
20,661,BTML,EQ,532691,446240,83.77
20,662,BTTL,EQ,2291,2224,97.08
20,663,BUILDPRO,EQ,33909,21971,64.79
20,664,BULKCORP,SM,1200,1200,100.00
20,665,BUTTERFLY,EQ,15004,5098,33.98
20,666,BVCL,EQ,10720,8031,74.92
20,667,C2C,SM,84000,55200,65.71
20,668,CAMLINFINE,EQ,1366558,423920,31.02
20,669,CAMPUS,EQ,312914,143735,45.93
20,670,CAMS,EQ,675744,333681,49.38
20,671,CANARYS,SM,196000,120000,61.22
20,672,CANBK,EQ,17955985,9874918,55.00
20,673,CANFINHOME,EQ,352822,196051,55.57
20,674,CANHLIFE,EQ,141300,81545,57.71
20,675,CANTABIL,EQ,775903,301921,38.91
20,676,CAPACITE,EQ,2583639,879941,34.06
20,677,CAPILLARY,EQ,32128,18279,56.89
20,678,CAPINVIT,IV,354924,301795,85.03
20,679,CAPITALSFB,EQ,19732,13670,69.28
20,680,CAPLIPOINT,EQ,157503,63743,40.47
20,681,CARBORUNIV,EQ,467601,167508,35.82
20,682,CARERATING,EQ,60616,30455,50.24
20,683,CARRARO,EQ,245494,127078,51.76
20,684,CARTRADE,EQ,317874,108478,34.13
20,685,CARYSIL,EQ,77310,40060,51.82
20,686,CASHIETF,EQ,233297,173435,74.34
20,687,CASTROLIND,EQ,2116724,1174446,55.48
20,688,CBAZAAR,SM,40000,40000,100.00
20,689,CCAVENUE,EQ,11232031,5774997,51.42
20,690,CCCL,EQ,150592,110182,73.17
20,691,CCHHL,EQ,43574,28646,65.74
20,692,CCL,EQ,1249922,247157,19.77
20,693,CDSL,EQ,2248451,909579,40.45
20,694,CEATLTD,EQ,183335,88502,48.27
20,695,CEDAAR,SM,14000,10000,71.43
20,696,CEIGALL,EQ,1005171,367399,36.55
20,697,CEINSYS,EQ,59178,33503,56.61
20,698,CELEBRITY,EQ,106773,68077,63.76
20,699,CELLECOR,ST,141000,123000,87.23
20,700,CELLO,EQ,77456,42597,55.00
20,701,CELLPOINT,SM,4800,2400,50.00
20,702,CEMPRO,EQ,428747,192135,44.81
20,703,CENTENKA,EQ,187429,86845,46.33
20,704,CENTEXT,EQ,78593,48860,62.17
20,705,CENTRALBK,EQ,11695816,5257888,44.96
20,706,CENTRUM,EQ,3915788,1596723,40.78
20,707,CENTUM,EQ,71348,27618,38.71
20,708,CENTURYPLY,EQ,34546,12739,36.88
20,709,CERA,EQ,40237,21712,53.96
20,710,CESC,EQ,3275947,1009121,30.80
20,711,CEWATER,EQ,405213,127929,31.57
20,712,CGCL,EQ,3794879,1412767,37.23
20,713,CGPOWER,EQ,2540708,1297646,51.07
20,714,CGRAPHICS,SM,56800,48000,84.51
20,715,CHALET,EQ,207482,81297,39.18
20,716,CHAMBLFERT,EQ,849517,339579,39.97
20,717,CHAMUNDA,SM,36000,30000,83.33
20,718,CHANDAN,SM,48800,31200,63.93
20,719,CHAVDA,SM,22000,15000,68.18
20,720,CHEMCON,EQ,47060,22849,48.55
20,721,CHEMICAL,EQ,539841,347520,64.37
20,722,CHEMPLASTS,EQ,419009,180048,42.97
20,723,CHENNPETRO,EQ,669608,165724,24.75
20,724,CHEVIOT,EQ,4263,2962,69.48
20,725,CHOICEGOLD,EQ,1703,981,57.60
20,726,CHOICEIN,EQ,824641,110082,13.35
20,727,CHOLAFIN,EQ,1704231,1122838,65.89
20,728,CHOLAHLDNG,EQ,109666,69892,63.73
20,729,CIEINDIA,EQ,470427,230497,49.00
20,730,CIFL,EQ,180410,75757,41.99
20,731,CINELINE,EQ,22059,15052,68.24
20,732,CINEVISTA,EQ,3228,3062,94.86
20,733,CIPLA,EQ,3368853,960746,28.52
20,734,CITIUSINVT,IV,95319,87772,92.08
20,735,CKKRETAIL,SM,132800,71200,53.61
20,736,CLASSICEIL,ST,6400,6400,100.00
20,737,CLEAN,EQ,5321850,634621,11.92
20,738,CLEANMAX,EQ,1543216,449630,29.14
20,739,CLSEL,EQ,99677,42030,42.17
20,740,CLSL,SM,6000,6000,100.00
20,741,CMNL,SM,5250,4500,85.71
20,742,CMPDI,EQ,10354369,3518648,33.98
20,743,CMRGREEN,EQ,8260063,2485799,30.09
20,744,CMRSL,SM,2400,2400,100.00
20,745,CMSINFO,EQ,1020651,846698,82.96
20,746,CNL,EQ,24908,15615,62.69
20,747,COALINDIA,EQ,3738644,2129734,56.97
20,748,COASTCORP,EQ,81352,47213,58.04
20,749,COCHINSHIP,EQ,2934165,591211,20.15
20,750,COCKERILL,EQ,21582,5974,27.68
20,751,COFORGE,EQ,3965449,1473675,37.16
20,752,COHANCE,EQ,360648,188804,52.35
20,753,COLPAL,EQ,640289,410762,64.15
20,754,COMFINTE,EQ,475271,391724,82.42
20,755,COMMITTED,ST,26400,21600,81.82
20,756,COMMOIETF,EQ,75800,61912,81.68
20,757,COMPUSOFT,EQ,9581,7808,81.49
20,758,COMSYN,EQ,17737,8797,49.60
20,759,CONCOR,EQ,1587379,710989,44.79
20,760,CONCORDBIO,EQ,358430,122107,34.07
20,761,CONFIPET,EQ,1190150,516185,43.37
20,762,CONNPLEX,SM,40800,34400,84.31
20,763,CONS,EQ,17978,17068,94.94
20,764,CONSOFINVT,EQ,7781,5090,65.42
20,765,CONSUMBEES,EQ,79822,48087,60.24
20,766,CONSUMER,EQ,185281,73264,39.54
20,767,CONSUMIETF,EQ,9774,7203,73.70
20,768,CONTI,SM,6666,6666,100.00
20,769,CONTROLPR,EQ,37867,24347,64.30
20,770,COOLCAPS,ST,63750,62500,98.04
20,771,CORALFINAC,EQ,19353,12109,62.57
20,772,COROMANDEL,EQ,440750,299935,68.05
20,773,CORONA,EQ,16267,9427,57.95
20,774,COSMOFIRST,EQ,33482,19875,59.36
20,775,COUNCODOS,EQ,10113,9052,89.51
20,776,CPEDU,EQ,47027,36002,76.56
20,777,CPPLUS,EQ,400355,226632,56.61
20,778,CPS,SM,900,450,50.00
20,779,CPSEETF,EQ,2381360,2034434,85.43
20,780,CRAFTSMAN,EQ,305297,152171,49.84
20,781,CRAMC,EQ,562668,291570,51.82
20,782,CRAYONS,SM,4000,4000,100.00
20,783,CREATIVEYE,EQ,35755,23403,65.45
20,784,CREDITACC,EQ,197331,118462,60.03
20,785,CREST,EQ,15786,11432,72.42
20,786,CRISIL,EQ,51836,26731,51.57
20,787,CRIZAC,EQ,502640,276403,54.99
20,788,CROMPTON,EQ,4571523,2418151,52.90
20,789,CROWN,EQ,6259,3970,63.43
20,790,CSBBANK,EQ,185193,109794,59.29
20,791,CSLFINANCE,EQ,29710,15297,51.49
20,792,CSSL,SM,2000,2000,100.00
20,793,CTE,EQ,17746,14169,79.84
20,794,CUB,EQ,1185375,489553,41.30
20,795,CUBEXTUB,EQ,55861,32120,57.50
20,796,CUDML,ST,3000,3000,100.00
20,797,CUMMINSIND,EQ,591113,308070,52.12
20,798,CUPID,EQ,31288147,6266446,20.03
20,799,CURAA,EQ,2165,1031,47.62
20,800,CURIS,SM,11000,11000,100.00
20,801,CURRENT,SM,1600,1600,100.00
20,802,CYBERTECH,EQ,44402,26164,58.93
20,803,CYIENT,EQ,293058,119998,40.95
20,804,CYIENTDLM,EQ,452118,218881,48.41
20,805,DABUR,EQ,1244814,808428,64.94
20,806,DAICHI,EQ,23383,13509,57.77
20,807,DALBHARAT,EQ,403014,168184,41.73
20,808,DALMIASUG,EQ,49298,22746,46.14
20,809,DAMCAPITAL,EQ,257563,126235,49.01
20,810,DAMODARIND,EQ,14562,12001,82.41
20,811,DANGEE,EQ,141358,129333,91.49
20,812,DANISH,SM,61500,44700,72.68
20,813,DATAMATICS,EQ,70094,35979,51.33
20,814,DATAPATTNS,EQ,884251,178917,20.23
20,815,DAVANGERE,EQ,6655180,5949328,89.39
20,816,DBCORP,EQ,94157,62692,66.58
20,817,DBL,EQ,225761,113592,50.32
20,818,DBSTOCKBRO,EQ,7435,4797,64.52
20,819,DCAL,EQ,370590,196331,52.98
20,820,DCBBANK,EQ,944817,601947,63.71
20,821,DCCL,SM,4000,4000,100.00
20,822,DCG,SM,15600,14400,92.31
20,823,DCMSHRIRAM,EQ,48342,25714,53.19
20,824,DCMSRIND,EQ,47167,31307,66.37
20,825,DCW,EQ,2090281,852688,40.79
20,826,DCXINDIA,EQ,1554822,601750,38.70
20,827,DDEVPLSTIK,EQ,228033,108674,47.66
20,828,DECCANCE,EQ,26547,19593,73.80
20,829,DECCANTRAN,SM,19200,15600,81.25
20,830,DECNGOLD,EQ,5358403,1538583,28.71
20,831,DEEM,SM,12000,8000,66.67
20,832,DEEPAKFERT,EQ,416124,203261,48.85
20,833,DEEPAKNTR,EQ,289024,123126,42.60
20,834,DEEPINDS,EQ,205881,74163,36.02
20,835,DEFENCE,EQ,340061,270081,79.42
20,836,DELAPLEX,SM,4800,4200,87.50
20,837,DELHIVERY,EQ,12506879,4297024,34.36
20,838,DELPHIFX,EQ,78273,52053,66.50
20,839,DELTACORP,EQ,1507672,658137,43.65
20,840,DELTAMAGNT,EQ,1595,936,58.68
20,841,DELTIC,ST,32000,25000,78.13
20,842,DEN,EQ,1983534,899120,45.33
20,843,DENEERS,SM,25800,16800,65.12
20,844,DENORA,EQ,64465,23772,36.88
20,845,DENTA,EQ,6712271,681997,10.16
20,846,DENTALKART,SM,9500,7000,73.68
20,847,DEVIT,EQ,35231,22062,62.62
20,848,DEVX,EQ,121203,94624,78.07
20,849,DEVYANI,EQ,2739517,1253791,45.77
20,850,DGCONTENT,EQ,8515,8510,99.94
20,851,DHAMPURSUG,EQ,131827,62359,47.30
20,852,DHANBANK,EQ,1995091,986890,49.47
20,853,DHANLAXMI,SM,30000,26000,86.67
20,854,DHANSA,ST,10000,10000,100.00
20,855,DHANUKA,EQ,23537,11819,50.21
20,856,DHARARAIL,SM,98000,88000,89.80
20,857,DHARIWAL,SM,348000,315000,90.52
20,858,DHARMAJ,EQ,116184,64075,55.15
20,859,DHUNINV,EQ,464,422,90.95
20,860,DIACABS,EQ,4402936,1725949,39.20
20,861,DIAMINESQ,EQ,8781,7022,79.97
20,862,DIAMONDYD,EQ,21771,14688,67.47
20,863,DICIND,EQ,4086,2710,66.32
20,864,DIFFNKG,EQ,169456,72907,43.02
20,865,DIGIDRIVE,EQ,84104,56684,67.40
20,866,DIGIKORE,SM,160000,113200,70.75
20,867,DIGITIDE,EQ,307365,190275,61.91
20,868,DIGJAMLMTD,EQ,5685,3768,66.28
20,869,DISAQ,EQ,575,163,28.35
20,870,DIVGIITTS,EQ,78552,41309,52.59
20,871,DIVIDEND,EQ,7154,4546,63.54
20,872,DIVINEHIRA,ST,4000,2800,70.00
20,873,DIVISLAB,EQ,232409,127953,55.06
20,874,DIVOPPBEES,EQ,50655,26453,52.22
20,875,DIVYADHAN,ST,56000,56000,100.00
20,876,DIXON,EQ,502986,136166,27.07
20,877,DJML,EQ,456557,80908,17.72
20,878,DLF,EQ,2667900,1740498,65.24
20,879,DLINKINDIA,EQ,210578,136463,64.80
20,880,DMART,EQ,299785,171250,57.12
20,881,DMCC,EQ,56632,27243,48.11
20,882,DNAMEDIA,EQ,100077,94435,94.36
20,883,DODLA,EQ,19207,10936,56.94
20,884,DOLATALGO,EQ,93841,52345,55.78
20,885,DOLLAR,EQ,104539,49312,47.17
20,886,DOLPHIN,EQ,3807,2382,62.57
20,887,DOMS,EQ,180097,110158,61.17
20,888,DONEAR,EQ,19539,10224,52.33
20,889,DPABHUSHAN,EQ,7222,4355,60.30
20,890,DPEL,SM,13000,8000,61.54
20,891,DPWIRES,EQ,62348,26646,42.74
20,892,DRAGARWQ,EQ,446,150,33.63
20,893,DRCSYSTEMS,EQ,34889,27909,79.99
20,894,DREAMFOLKS,EQ,68664,46154,67.22
20,895,DREDGECORP,EQ,706806,255568,36.16
20,896,DRONE,ST,43000,42500,98.84
20,897,DRREDDY,EQ,1618251,707059,43.69
20,898,DSSL,EQ,69938,35572,50.86
20,899,DTIL,EQ,1512,887,58.66
20,900,DTL,SM,1200,1200,100.00
20,901,DUCOL,SM,12800,11200,87.50
20,902,DUGLOBAL,ST,17500,17500,100.00
20,903,DURLAX,ST,158000,148000,93.67
20,904,DVL,EQ,5818,2233,38.38
20,905,DWARKESH,EQ,478956,260789,54.45
20,906,DYCL,EQ,296299,118928,40.14
20,907,DYNAMATECH,EQ,8308,3838,46.20
20,908,DYNAMIC,ST,48500,47500,97.94
20,909,DYNPRO,EQ,7871,5143,65.34
20,910,E2E,EQ,3014749,1408417,46.72
20,911,E2ERAIL,ST,17600,14400,81.82
20,912,EASEMYTRIP,EQ,13892422,5524076,39.76
20,913,EBANKNIFTY,EQ,3323,3246,97.68
20,914,EBBETF0430,EQ,9592,8930,93.10
20,915,EBBETF0431,EQ,12819,11029,86.04
20,916,EBBETF0433,EQ,3072,2298,74.80
20,917,EBGNG,EQ,3844009,1457720,37.92
20,918,ECAPINSURE,EQ,51443,37760,73.40
20,919,ECLERX,EQ,127294,53553,42.07
20,920,ECOLINE,ST,94000,89000,94.68
20,921,EDELWEISS,EQ,15730560,6235693,39.64
20,922,EEPL,SM,23000,19000,82.61
20,923,EFACTOR,SM,3200,3200,100.00
20,924,EFCIL,EQ,395355,204930,51.83
20,925,EFFWA,ST,54000,52400,97.04
20,926,EFORCE,SM,10800,9600,88.89
20,927,EGOLD,EQ,88829,67379,75.85
20,928,EICHERMOT,EQ,375714,178524,47.52
20,929,EIDPARRY,EQ,209134,108621,51.94
20,930,EIEL,EQ,22497383,3336966,14.83
20,931,EIFFL,EQ,179229,92249,51.47
20,932,EIHAHOTELS,EQ,21979,11511,52.37
20,933,EIHOTEL,EQ,365179,193954,53.11
20,934,EIMCOELECO,EQ,672462,101384,15.08
20,935,EKC,EQ,8983834,1106158,12.31
20,936,ELANTAS,EQ,1516,900,59.37
20,937,ELCIDIN,EQ,9,4,44.44
20,938,ELDEHSG,EQ,384,258,67.19
20,939,ELECON,EQ,627505,169085,26.95
20,940,ELECTCAST,EQ,2988368,1306593,43.72
20,941,ELECTHERM,EQ,14536,7065,48.60
20,942,ELGIEQUIP,EQ,387854,218597,56.36
20,943,ELGIRUBCO,EQ,37187,16560,44.53
20,944,ELGNZ,SM,43000,34000,79.07
20,945,ELIN,EQ,261297,115154,44.07
20,946,ELIQUID,EQ,904,500,55.31
20,947,ELITECON,EQ,825324,386933,46.88
20,948,ELLEN,EQ,131174,70722,53.91
20,949,ELM250,EQ,47450,31743,66.90
20,950,ELPROINTL,EQ,42796,36987,86.43
20,951,EMAMILTD,EQ,269616,134918,50.04
20,952,EMAMIPAP,EQ,61154,35506,58.06
20,953,EMAPARTNER,SM,36000,28000,77.78
20,954,EMBASSY,RR,826716,790771,95.65
20,955,EMBDL,EQ,1862329,940005,50.47
20,956,EMCURE,EQ,235782,178960,75.90
20,957,EMIL,EQ,925469,464333,50.17
20,958,EMKAY,EQ,35459,21904,61.77
20,959,EMKAYTOOLS,SM,2100,1500,71.43
20,960,EMMBI,EQ,10842,6474,59.71
20,961,EMMIL,SM,4500,4250,94.44
20,962,EMMVEE,EQ,1988391,948834,47.72
20,963,EMSLIMITED,EQ,9839865,1065107,10.82
20,964,EMUDHRA,EQ,120321,66321,55.12
20,965,EMULTIMQ,EQ,14597,10224,70.04
20,966,ENCOMPAS,SM,1200,800,66.67
20,967,ENDURANCE,EQ,211954,107231,50.59
20,968,ENERGY,EQ,380831,171621,45.06
20,969,ENERGYDEV,EQ,42529,36043,84.75
20,970,ENEXT50,EQ,1184,1171,98.90
20,971,ENFUSE,SM,3600,2400,66.67
20,972,ENGINERSIN,EQ,7510440,2806084,37.36
20,973,ENIFTY,EQ,4512,3723,82.51
20,974,ENIL,EQ,9246,6743,72.93
20,975,ENRIN,EQ,328805,132641,40.34
20,976,ENSER,ST,55000,50000,90.91
20,977,ENTERO,EQ,88548,55783,63.00
20,978,ENVIRO,SM,36000,24000,66.67
20,979,EPACK,EQ,27191108,2013666,7.41
20,980,EPACKPEB,EQ,1081545,309498,28.62
20,981,EPIGRAL,EQ,32503,19860,61.10
20,982,EPL,EQ,374538,200332,53.49
20,983,EPWINDIA,ST,6000,4800,80.00
20,984,EQUAL200,EQ,3031,2605,85.95
20,985,EQUAL50,EQ,2798,2125,75.95
20,986,EQUAL50ADD,EQ,5294,3292,62.18
20,987,EQUITASBNK,EQ,1604577,886279,55.23
20,988,ERIS,EQ,26660,13152,49.33
20,989,ESABINDIA,EQ,3895,2078,53.35
20,990,ESAFSFB,EQ,3342214,1087733,32.55
20,991,ESCONET,ST,7200,6000,83.33
20,992,ESCORTS,EQ,303035,138564,45.73
20,993,ESENSEX,EQ,6167,5990,97.13
20,994,ESFL,ST,10080,7560,75.00
20,995,ESG,EQ,9459,6478,68.49
20,996,ESILVER,EQ,397808,371874,93.48
20,997,ESPRIT,SM,1600,1600,100.00
20,998,ESSARSHPNG,EQ,96840,57221,59.09
20,999,ESTER,EQ,40704,29573,72.65
20,1000,ETERNAL,EQ,18797609,10638157,56.59
20,1001,ETHOSLTD,EQ,51487,21850,42.44
20,1002,ETL,SM,1050,900,85.71
20,1003,ETML,SM,16800,13200,78.57
20,1004,EUREKAFORB,EQ,110301,58798,53.31
20,1005,EUROBOND,EQ,6850,4719,68.89
20,1006,EUROPRATIK,EQ,227583,68192,29.96
20,1007,EVEREADY,EQ,150047,95063,63.36
20,1008,EVERESTIND,EQ,27729,15586,56.21
20,1009,EVIETF,EQ,183698,106364,57.90
20,1010,EVINDIA,EQ,223290,152126,68.13
20,1011,EXCELINDUS,EQ,24077,11184,46.45
20,1012,EXCELSOFT,EQ,431215,168018,38.96
20,1013,EXICOM,EQ,8174225,1570363,19.21
20,1014,EXIDEIND,EQ,990917,397155,40.08
20,1015,EXIMROUTES,SM,12000,6400,53.33
20,1016,EXPLEOSOL,EQ,14491,6971,48.11
20,1017,EXXARO,EQ,23658271,12118668,51.22
20,1018,FABTECH,EQ,213699,74009,34.63
20,1019,FACT,EQ,1474214,234610,15.91
20,1020,FAIRCHEMOR,EQ,8596,5464,63.56
20,1021,FALCONTECH,SM,80400,66000,82.09
20,1022,FAZE3Q,EQ,36022,19033,52.84
20,1023,FCL,EQ,14591643,4073875,27.92
20,1024,FDC,EQ,449704,207125,46.06
20,1025,FEDDERSHOL,EQ,684693,391111,57.12
20,1026,FEDERALBNK,EQ,4903566,3228068,65.83
20,1027,FEDFINA,EQ,9014326,6495151,72.05
20,1028,FELIX,SM,155000,79500,51.29
20,1029,FERMENTA,EQ,79759,55678,69.81
20,1030,FIBERWEB,EQ,48670,37888,77.85
20,1031,FIDEL,SM,6000,5000,83.33
20,1032,FIEMIND,EQ,36108,18094,50.11
20,1033,FILATEX,EQ,1286917,576237,44.78
20,1034,FINBUD,SM,31000,23000,74.19
20,1035,FINCABLES,EQ,813753,324377,39.86
20,1036,FINEORG,EQ,24828,9385,37.80
20,1037,FINIETF,EQ,516137,368987,71.49
20,1038,FINKURVE,EQ,136976,102188,74.60
20,1039,FINOPB,EQ,542178,207766,38.32
20,1040,FINPIPE,EQ,1289465,636129,49.33
20,1041,FIRSTCRY,EQ,2369861,1116747,47.12
20,1042,FISCHER,EQ,1197453,372151,31.08
20,1043,FIVESTAR,EQ,1396223,649269,46.50
20,1044,FLAIR,EQ,128182,34032,26.55
20,1045,FLEXIADD,EQ,154589,123940,80.17
20,1046,FLUOROCHEM,EQ,132469,67772,51.16
20,1047,FLYSBS,SM,26800,17400,64.93
20,1048,FMCGADD,EQ,7426,3984,53.65
20,1049,FMCGIETF,EQ,603851,420691,69.67
20,1050,FMGOETZE,EQ,164318,87154,53.04
20,1051,FOCE,SM,1920,0,0.00
20,1052,FOCUS,EQ,178573,90915,50.91
20,1053,FONEBOX,SM,4000,3000,75.00
20,1054,FOODSIN,EQ,79009,59371,75.14
20,1055,FORCAS,SM,40000,35200,88.00
20,1056,FORCEMOT,EQ,74961,16249,21.68
20,1057,FORTIS,EQ,877907,479558,54.63
20,1058,FOSECOIND,EQ,3635,1802,49.57
20,1059,FRACTAL,EQ,273017,112847,41.33
20,1060,FRESHARA,SM,53400,33600,62.92
20,1061,FROG,ST,30000,27200,90.67
20,1062,FRONTSP,EQ,25702,15647,60.88
20,1063,FSL,EQ,748083,293512,39.24
20,1064,FUSION,EQ,699040,472637,67.61
20,1065,FWSTC,SM,1200,1200,100.00
20,1066,GABRIEL,EQ,782767,281965,36.02
20,1067,GAEL,EQ,529731,323699,61.11
20,1068,GAIL,EQ,7613714,3578702,47.00
20,1069,GAJANAND,SM,3000,3000,100.00
20,1070,GALAPREC,EQ,476998,117021,24.53
20,1071,GALAXYSURF,EQ,17390,9621,55.32
20,1072,GALLANTT,EQ,260537,86319,33.13
20,1073,GANDHAR,EQ,905224,391209,43.22
20,1074,GANDHITUBE,EQ,3633,2893,79.63
20,1075,GANECOS,EQ,77198,39377,51.01
20,1076,GANESHBE,EQ,444111,318942,71.82
20,1077,GANESHCP,EQ,80106,45149,56.36
20,1078,GANESHHOU,EQ,49408,33747,68.30
20,1079,GANESHIN,ST,53600,49600,92.54
20,1080,GANGABATH,SM,36000,18000,50.00
20,1081,GANGAFORGE,EQ,2141021,790432,36.92
20,1082,GANGESSECU,EQ,514,406,78.99
20,1083,GARFIBRES,EQ,328547,65134,19.82
20,1084,GARUDA,EQ,334634,169398,50.62
20,1085,GATECH,EQ,2906271,1584662,54.53
20,1086,GATECHDVR,EQ,371084,261772,70.54
20,1087,GATEWAY,EQ,2115880,1208306,57.11
20,1088,GAYAHWS,EQ,187522,142937,76.22
20,1089,GCHOTELS,SM,323400,284400,87.94
20,1090,GCSL,EQ,396591,113126,28.52
20,1091,GEECEE,EQ,9611,5058,52.63
20,1092,GEEKAYWIRE,EQ,171630,102484,59.71
20,1093,GEMAROMA,EQ,358237,243160,67.88
20,1094,GENCON,EQ,616806,291737,47.30
20,1095,GENESYS,EQ,915240,342098,37.38
20,1096,GENUSPAPER,EQ,79724,60306,75.64
20,1097,GENUSPOWER,EQ,709325,397706,56.07
20,1098,GENXAI,ST,60000,52800,88.00
20,1099,GEOJITFSL,EQ,394211,179193,45.46
20,1100,GESHIP,EQ,452525,185860,41.07
20,1101,GFLLIMITED,EQ,57783,23607,40.85
20,1102,GGBL,SM,49200,30300,61.59
20,1103,GHCL,EQ,199665,105824,53.00
20,1104,GHCLTEXTIL,EQ,276167,161254,58.39
20,1105,GICHSGFIN,EQ,325756,217101,66.65
20,1106,GICL,EQ,200302,101967,50.91
20,1107,GICRE,EQ,1362627,511687,37.55
20,1108,GILLANDERS,EQ,912,810,88.82
20,1109,GILLETTE,EQ,10379,5477,52.77
20,1110,GILT10BETA,EQ,335,217,64.78
20,1111,GILT5YBEES,EQ,165954,106223,64.01
20,1112,GINNIFILA,EQ,177296,99485,56.11
20,1113,GIPCL,EQ,304237,168150,55.27
20,1114,GIRIRAJ,SM,6250,1500,24.00
20,1115,GJL,ST,28000,28000,100.00
20,1116,GKENERGY,EQ,634486,325345,51.28
20,1117,GKSL,EQ,77980,51039,65.45
20,1118,GKWLIMITED,EQ,904,900,99.56
20,1119,GLAND,EQ,534501,349720,65.43
20,1120,GLAXO,EQ,134021,70763,52.80
20,1121,GLENMARK,EQ,354728,156941,44.24
